iter	MultiClass
598	0.880949149
599	0.8808962303
600	0.8808380416
601	0.8807828716
602	0.8807072362
603	0.8806477028
604	0.8805829305
605	0.8805191682
606	0.8804617506
607	0.8804072668
608	0.8803390498
609	0.8802863906
610	0.8802273842
611	0.8801745219
612	0.880110695
613	0.8800430907
614	0.8799788741
615	0.8799045619
616	0.8798192848
617	0.8797618389
618	0.8797191036
619	0.879662402
620	0.8796124839
621	0.8795379305
622	0.8794531511
623	0.8793846339
624	0.8793285477
625	0.879282182
626	0.879231351
627	0.8791781251
628	0.8791241651
629	0.8790694726
630	0.8789815301
631	0.8789221802
632	0.8788680193
633	0.8788044494
634	0.8787396785
635	0.878685538
636	0.8786086871
637	0.8785418377
638	0.8784785475
639	0.8783949962
640	0.8783472989
641	0.8782703771
642	0.878210066
643	0.8781648145
644	0.8781011291
645	0.8780549526
646	0.8779957328
647	0.8779418395
648	0.8778879538
649	0.8778322601
650	0.8777872676
651	0.8777246931
652	0.877655624
653	0.8775995659
654	0.8775557818
655	0.8774966623
656	0.8774383595
657	0.8773854159
658	0.877323912
659	0.8772587223
660	0.8772137136
661	0.877161276
662	0.8771097659
663	0.8770464741
664	0.8769945382
665	0.8769374951
666	0.8768697059
667	0.8768118754
668	0.8767694613
669	0.8767236011
670	0.8766604917
671	0.8766010822
672	0.876560216
673	0.8765163926
674	0.8764540811
675	0.8764064344
676	0.8763468974
677	0.8762949742
678	0.8762401567
679	0.8761977721
680	0.8761497663
681	0.8760996615
682	0.8760397569
683	0.8759971722
684	0.8759558064
685	0.8759078329
686	0.8758656954
687	0.8758193804
688	0.8757690494
689	0.8757262105
690	0.8756834539
691	0.8756414184
692	0.8755785822
693	0.8755349111
694	0.8754778847
695	0.875424495
696	0.875366602
697	0.8753128713
698	0.8752590699
699	0.8752065656
700	0.875171325
701	0.8751219034
702	0.8750737251
703	0.8750317716
704	0.8749707958
705	0.8749342089
706	0.8748699481
707	0.8748137994
708	0.8747565367
709	0.8746980446
710	0.8746297175
711	0.8745717232
712	0.8745359358
713	0.8744634859
714	0.8744020234
715	0.8743566551
716	0.8743016891
717	0.8742585346
718	0.8741778785
719	0.8741354212
720	0.8740760419
721	0.8739948728
722	0.8739606359
723	0.8739056247
724	0.8738576497
725	0.8737967979
726	0.8737516206
727	0.8737033698
728	0.8736496876
729	0.8735960759
730	0.8735530911
731	0.8735076891
732	0.8734694156
733	0.873422037
734	0.8733515011
735	0.8732866235
736	0.8732441119
737	0.873214974
738	0.8731202575
739	0.8730898865
740	0.8730490503
741	0.8729996393
742	0.8729552921
743	0.8728992928
744	0.8728526799
745	0.8728086415
746	0.8727513165
747	0.872709211
748	0.8726758257
749	0.872629501
750	0.872589437
751	0.8725048218
752	0.8724667261
753	0.8724059077
754	0.8723536725
755	0.8723090329
756	0.8722572189
757	0.8721877343
758	0.8721486787
759	0.8721025859
760	0.8720606494
761	0.8720148159
762	0.8719681497
763	0.8718779849
764	0.8718308731
765	0.8717978008
766	0.8717343912
767	0.8716987314
768	0.8716565629
769	0.871612185
770	0.8715724836
771	0.8715416519
772	0.8714976847
773	0.8714570929
774	0.8714159653
775	0.8713730179
776	0.8713215567
777	0.8712824224
778	0.8712511039
779	0.8711618549
780	0.8711210392
781	0.8710728451
782	0.8710368906
783	0.8709939789
784	0.870953059
785	0.8709030843
786	0.8708419821
787	0.8707599876
788	0.8707196969
789	0.8706799973
790	0.8706369316
791	0.870601099
792	0.8705546784
793	0.870523636
794	0.8704797601
795	0.8704435707
796	0.8703920568
797	0.8703457153
798	0.8703033743
799	0.8702429344
800	0.8702010515
801	0.8701512873
802	0.870101035
803	0.8700615889
804	0.8700277344
805	0.8699909716
806	0.8699596922
807	0.8699116417
808	0.8698461095
809	0.869786346
810	0.8697387098
811	0.8697036915
812	0.8696604814
813	0.8696252433
814	0.8695943767
815	0.8695352593
816	0.869486404
817	0.8694382754
818	0.8694044082
819	0.8693383407
820	0.8692605975
821	0.8692054915
822	0.8691501905
823	0.8691228938
824	0.8690702
825	0.8690232216
826	0.8689949402
827	0.868951849
828	0.8689115666
829	0.8688511675
830	0.8688135847
831	0.8687575944
832	0.8687053919
833	0.8686536464
834	0.8686089711
835	0.8685607108
836	0.8685025197
837	0.8684489319
838	0.8683882507
839	0.8683556192
840	0.8683204402
841	0.8682807031
842	0.868236452
843	0.8682051999
844	0.8681589692
845	0.8681195489
846	0.8680527945
847	0.8679967659
848	0.8679626519
849	0.8679286625
850	0.8678927831
851	0.8678450706
852	0.8677926173
853	0.8677421249
854	0.8677099302
855	0.8676772207
856	0.8676423632
857	0.8675958303
858	0.8675534073
859	0.8675169572
860	0.8674534597
861	0.8673662334
862	0.8672965223
863	0.8672619053
864	0.8672354598
865	0.8671853303
866	0.8671490083
867	0.8671248218
868	0.8670873258
869	0.867052423
870	0.8670149092
871	0.8669746695
872	0.8669304718
873	0.8668921776
874	0.8668440035
875	0.8668122608
876	0.8667790275
877	0.8667291769
878	0.8666913968
879	0.8666432045
880	0.8666048986
881	0.8665683136
882	0.8665146328
883	0.8664701085
884	0.8664385329
885	0.8663908187
886	0.8663536523
887	0.8663056113
888	0.8662640916
889	0.8662339389
890	0.8661867046
891	0.8661582339
892	0.8661200559
893	0.8660846668
894	0.8660146683
895	0.8659603296
896	0.865926795
897	0.8658851433
898	0.8658538892
899	0.8658290311
900	0.8657788251
901	0.865748036
902	0.8657144786
903	0.8656741087
904	0.8656253006
905	0.8655932659
906	0.8655449165
907	0.8655077709
908	0.865466814
909	0.865381835
910	0.8653488522
911	0.8653171359
912	0.8652691382
913	0.8652314989
914	0.8651945673
915	0.8651702589
916	0.8651461427
917	0.8651132322
918	0.8650760303
919	0.8650186306
920	0.8649876398
921	0.8649317965
922	0.8648915454
923	0.864865334
924	0.864817658
925	0.864775683
926	0.8646940095
927	0.8646577786
928	0.8646360774
929	0.8646063849
930	0.8645722734
931	0.8645220738
932	0.8644723719
933	0.8644236593
934	0.8643966215
935	0.8643553555
936	0.864320937
937	0.8642894217
938	0.8642367525
939	0.864191868
940	0.8641459029
941	0.8641111223
942	0.8640639539
943	0.8640312186
944	0.8639880188
945	0.8639378825
946	0.8639022221
947	0.8638546731
948	0.8638110798
949	0.8637796539
950	0.8637434008
951	0.8637087951
952	0.8636851031
953	0.8636516526
954	0.8636240662
955	0.8635785481
956	0.8635496061
957	0.8635266311
958	0.8634957373
959	0.8634676468
960	0.8634385469
961	0.8633832052
962	0.8633117849
963	0.8632714333
964	0.863234995
965	0.8632018791
966	0.8631815087
967	0.8631470564
968	0.8631012673
969	0.8630566459
970	0.8629931711
971	0.8629481979
972	0.8629134245
973	0.86286162
974	0.8628403549
975	0.8627606961
976	0.8627334664
977	0.8626957977
978	0.8626591605
979	0.8626153867
980	0.8625710528
981	0.8625362639
982	0.8625067791
983	0.862476395
984	0.862430731
985	0.8623987947
986	0.8623671744
987	0.8623314717
988	0.8622968622
989	0.8622682673
990	0.8622332565
991	0.8622037404
992	0.8621701846
993	0.8621465748
994	0.8620984536
995	0.8620709452
996	0.8620364559
997	0.8619839269
998	0.8619430581
999	0.861919379
1000	0.8618907163
1001	0.8618404725
1002	0.8618174605
1003	0.8617872415
1004	0.8617080142
1005	0.8616753888
1006	0.8616429758
1007	0.8616236491
1008	0.8615860322
1009	0.8615513925
1010	0.86150659
1011	0.8614716394
1012	0.861440425
1013	0.8614011197
1014	0.8613496348
1015	0.8613221494
1016	0.8612837774
1017	0.8612359112
1018	0.8612052842
1019	0.8611759228
1020	0.8611333407
1021	0.8610811924
1022	0.861029724
1023	0.8610012172
1024	0.86096925
1025	0.8609272255
1026	0.8608851386
1027	0.8608655298
1028	0.8608253324
1029	0.8607845302
1030	0.8607440694
1031	0.8607069398
1032	0.8606826271
1033	0.8606526803
1034	0.8606242567
1035	0.8605866975
1036	0.8605465382
1037	0.8605239173
1038	0.8604993073
1039	0.8604717175
1040	0.8604452535
1041	0.8604218415
1042	0.8604009385
1043	0.8603619293
1044	0.8603235146
1045	0.8602826137
1046	0.8602467665
1047	0.8602122285
1048	0.8601883425
1049	0.8601397108
1050	0.8600896771
1051	0.8600457659
1052	0.8600262618
1053	0.8600059232
1054	0.8599709251
1055	0.8599416623
1056	0.859900363
1057	0.8598647746
1058	0.8598376218
1059	0.8598144604
1060	0.8597913548
1061	0.8597727578
1062	0.8597384349
1063	0.8596991741
1064	0.8596790559
1065	0.8596434689
1066	0.8596176303
1067	0.8595768115
1068	0.8595490003
1069	0.8595183238
1070	0.8594751719
1071	0.8594504538
1072	0.8594250972
1073	0.859374965
1074	0.8593256517
1075	0.8592856369
1076	0.8592077553
1077	0.8591817055
1078	0.8591390929
1079	0.8591022863
1080	0.8590720125
1081	0.859045927
1082	0.8590089634
1083	0.8589814804
1084	0.8589426526
1085	0.8588935719
1086	0.8588578058
1087	0.8588332227
1088	0.8587946708
1089	0.858773892
1090	0.8587547397
1091	0.8587201262
1092	0.8586892376
1093	0.8586655271
1094	0.8586464534
1095	0.8586224849
1096	0.8585959877
1097	0.858523636
1098	0.8585068096
1099	0.8584807907
1100	0.8584528466
1101	0.8584249169
1102	0.8583698297
1103	0.8583311193
1104	0.8582936051
1105	0.8582751815
1106	0.8582362476
1107	0.8581985497
1108	0.8581665884
1109	0.858137213
1110	0.8581127344
1111	0.8580764709
1112	0.8580541376
1113	0.8580162623
1114	0.8579765464
1115	0.8579237679
1116	0.8578973178
1117	0.8578763493
1118	0.8578370081
1119	0.8577990473
1120	0.8577620265
1121	0.8576881009
1122	0.857654907
1123	0.8575986676
1124	0.8575570106
1125	0.8575255807
1126	0.8574786122
1127	0.8574502613
1128	0.8574055097
1129	0.8573773801
1130	0.8573482213
1131	0.8573297427
1132	0.8573101218
1133	0.8572801874
1134	0.8572555691
1135	0.8571996591
1136	0.8571812962
1137	0.8570990399
1138	0.8570807041
1139	0.8570048884
1140	0.8569702281
1141	0.8569456925
1142	0.8569198614
1143	0.8568788888
1144	0.8568586458
1145	0.8568167602
1146	0.8567779517
1147	0.8567578454
1148	0.8567032381
1149	0.8566777658
1150	0.8566500816
1151	0.8566239666
1152	0.8565997483
1153	0.8565438473
1154	0.8564971096
1155	0.8564766304
1156	0.8564351823
1157	0.8564060464
1158	0.8563727867
1159	0.856339572
1160	0.8563148913
1161	0.8562671845
1162	0.8562286403
1163	0.8561993644
1164	0.8561533922
1165	0.8560752478
1166	0.8560344348
1167	0.8560043411
1168	0.8559737147
1169	0.8559539009
1170	0.8559340036
1171	0.8559066529
1172	0.8558740743
1173	0.8558490207
1174	0.8557979505
1175	0.8557667469
1176	0.8556917141
1177	0.8556517973
1178	0.8556183045
1179	0.8555997878
1180	0.8555785731
1181	0.8555553915
1182	0.8555009122
1183	0.8554708368
1184	0.8554416866
1185	0.8554081766
1186	0.8553902077
1187	0.8553682589
1188	0.8553378518
1189	0.8552706844
1190	0.8552505872
1191	0.8552320551
1192	0.855181095
1193	0.8551565377
1194	0.8551321953
1195	0.8550782623
1196	0.8550605812
1197	0.8550337678
1198	0.8550053315
1199	0.8549856189
